jpmyq asreb zxcvk  whtu_ dnloi gf___;100872;105820;170157;1.049;136853.00;134955.50;1.000;1346342.75
jpmyq asreb zxcvk  whtf_ dilno gu___;100872;105820;170157;1.049;136853.00;135322.50;1.000;1346522.10
jpmbq asrey zxcvk  whtf_ dilno gu___;100872;105820;170157;1.049;136882.00;135322.50;1.000;1346564.28
jpmyq asreb zxcvk  wuth_ dnloi gf___;100872;105820;170157;1.049;136853.00;135520.50;1.000;1346636.05
jpmbq asrey zxcvk  wuth_ dnloi gf___;100872;105820;170157;1.049;136882.00;135520.50;1.000;1346676.51
jpmyq asreb zxcvk  whtu_ dnlio gf___;100872;105820;170157;1.049;136853.00;135743.00;1.000;1346778.32
jpmyq asreb zxcvk  whtf_ dolni gu___;100872;105820;170157;1.049;13b853.00;135744.00;1.000;1346779.00
jpmbq asrey zxcvk  whtu_ dnlio gf___;100872;105820;170157;1.049;136882.00;135743.00;1.000;1346816.86
jpmbq asrey zxcvk  whtf_ dolni gu___;100872;105820;170157;1.049;136882.00;135744.00;1.000;1346817.52
jpmyq asreb zxcvk  wfth_ dilno gu___;100872;105820;170157;1.049;136853.00;135877.00;1.000;1346871.21
jpmyq asreb zxcvk  whtf_ uolni gd___;100872;105820;170157;1.049;136853.00;135903.00;1.000;1346889.86
jpmbq asrey zxcvk  wfth_ dilno gu___;100872;105820;170157;1.049;136882.00;135877.00;1.000;1346908.60
jpmbq asrey zxcvk  whtf_ uolni gd___;100872;105820;170157;1.049;136882.00;135903.00;1.000;1346927.02
jpmyq asreb zxcvk  wuth_ folni gd___;100872;105820;170157;1.049;136853.00;136135.00;1.000;1347065.19
jpmbq asrey zxcvk  wuth_ folni gd___;100872;105820;170157;1.049;136882.00;136135.00;1.000;1347100.36
jpmyq asreb zxcvk  wuth_ filno gd___;100872;105820;170157;1.049;136853.00;136191.00;1.000;1347109.90
jpmbq asrey zxcvk  wuth_ filno gd___;100872;105820;170157;1.049;136882.00;136191.00;1.000;1347144.60
jpmyq asreb zxcvk  whtd_ unloi gf___;100872;105820;170157;1.049;136853.00;136244.50;1.000;1347153.49
jpmbq asrey zxcvk  whtd_ unloi gf___;100872;105820;170157;1.049;136882.00;136244.50;1.000;1347187.74
jpmyq asreb zxcvk  wuth_ dilon gf___;100872;105820;170157;1.049;136853.00;136323.50;1.000;1347219.40
jpmbq asrey zxcvk  wuth_ dilon gf___;100872;105820;170157;1.049;136882.00;136323.50;1.000;1347252.97
jpmyq asreb zxcvk  wdth_ folni gu___;100872;105820;170157;1.049;136853.00;136541.50;1.000;1347410.78
jpmyq asreb zxcvk  wuth_ dilno gf___;100872;105820;170157;1.049;136853.00;136567.50;1.000;1347434.53
jpmbq asrey zxcvk  wdth_ folni gu___;100872;105820;170157;1.049;136882.00;136541.50;1.000;1347442.51
qpmyj asreb zxcvk  whtu_ dnloi gf___;100872;105820;170157;1.049;137451.50;134955.50;1.001;1347445.13
jpmbq asrey zxcvk  wuth_ dilno gf___;100872;105820;170157;1.049;136882.00;136567.50;1.000;1347466.04
qpmbj asrey zxcvk  whtu_ dnloi gf___;100872;105820;170157;1.049;137480.50;134955.50;1.001;1347495.67
jbmpq asrey zxcvk  whtu_ dnloi gf___;100872;105820;170157;1.049;137578.50;134955.50;1.001;1347553.20
jpmyq asreb zxcvk  wuth_ dilno fg___;100872;105820;170157;1.049;136853.00;134781.50;1.000;1347556.43
qpmyj asreb zxcvk  whtf_ dilno gu___;100872;105820;170157;1.049;137451.50;135322.50;1.000;1347557.85
jpmbq asrey zxcvk  wuth_ dilno fg___;100872;105820;170157;1.049;136882.00;134781.50;1.000;1347603.37
qpmbj asrey zxcvk  whtf_ dilno gu___;100872;105820;170157;1.049;137480.50;135322.50;1.001;1347605.15
jpmyk asreb zxcvq  whtu_ dnloi gf___;100872;105820;170157;1.049;137189.00;134955.50;1.001;1347635.38
qpmyj asreb zxcvk  wuth_ dnloi gf___;100872;105820;170157;1.049;137451.50;135520.50;1.000;1347636.13
jpmyq asreb zxcvk  wdth_ filno gu___;100872;105820;170157;1.049;136853.00;136783.00;1.000;1347638.96
jpmyq asreb zxcvk  wuth_ filon gd___;100872;105820;170157;1.049;136853.00;136792.00;1.000;1347647.79
jbmpq asrey zxcvk  whtf_ dilno gu___;100872;105820;170157;1.049;137578.50;135322.50;1.001;1347651.74
jpmbq asrey zxcvk  wdth_ filno gu___;100872;105820;170157;1.049;136882.00;136783.00;1.000;1347668.66
qpmbj asrey zxcvk  wuth_ dnloi gf___;100872;105820;170157;1.049;137480.50;135520.50;1.000;1347681.69
jpmyq asreb zxcvk  whtf_ uilno gd___;100872;105820;170157;1.049;136853.00;136867.50;1.000;1347722.78
qpmyj asreb zxcvk  whtu_ dnlio gf___;100872;105820;170157;1.049;137451.50;135743.00;1.000;1347738.55
jpmyq asreb zxcvk  wuth_ dolni fg___;100872;105820;170157;1.049;136853.00;135194.50;1.000;1347738.71
qpmyj asreb zxcvk  whtf_ dolni gu___;100872;105820;170157;1.049;137451.50;135744.00;1.000;1347739.04
jpmyq asreb zxcvk  whtu_ fnloi gd___;100872;105820;170157;1.049;136853.00;136893.50;1.000;1347748.99
jpmbq asrey zxcvk  whtf_ uilno gd___;100872;105820;170157;1.049;136882.00;136867.50;1.000;1347751.78
jpmyk asreb zxcvq  whtf_ dilno gu___;100872;105820;170157;1.049;137189.00;135322.50;1.000;1347777.28
jpmbq asrey zxcvk  whtu_ fnloi gd___;100872;105820;170157;1.049;136882.00;136893.50;1.000;1347777.77
jpmbq asrey zxcvk  wuth_ dolni fg___;100872;105820;170157;1.049;136882.00;135194.50;1.000;1347782.02
qpmbj asrey zxcvk  whtu_ dnlio gf___;100872;105820;170157;1.049;137480.50;135743.00;1.000;1347782.17
qpmbj asrey zxcvk  whtf_ dolni gu___;100872;105820;170157;1.049;137480.50;135744.00;1.000;1347782.65
jpmbk asrey zxcvq  whtf_ dilno gu___;100872;105820;170157;1.049;137206.00;135322.50;1.000;1347803.66
qpmyj asreb zxcvk  wfth_ dilno gu___;100872;105820;170157;1.049;137451.50;135877.00;1.000;1347807.56
jbmpq asrey zxcvk  whtu_ dnlio gf___;100872;105820;170157;1.049;137578.50;135743.00;1.000;1347816.35
jbmpq asrey zxcvk  whtf_ dolni gu___;100872;105820;170157;1.049;137578.50;135744.00;1.000;1347816.81
qpmyj asreb zxcvk  whtf_ uolni gd___;100872;105820;170157;1.049;137451.50;135903.00;1.000;1347821.58
